ID_1,attn_dict_common
1712,"{'nia': [0.228340283, 0.23012435399999998, 0.570388615], 'zahoor': [0.5998119120000001, 0.460949302, 0.036378428], 'watali': [0.5488860010000001, 0.362287462, 0.0], 'document': [0.08856642199999999, 0.455518097, 0.450115681], 'funding': [0.33253994600000003, 0.593170404, 0.434138894], 'arrested': [0.500021458, 0.136255771, 0.0]}"
1713,"{'shah': [0.286764711, 0.116986647, 0.349100202], 'party': [0.031804726, 0.039081346, 0.047491110999999996], 'madhya': [0.210029468, 0.165839702, 0.205031142], 'amit': [0.7156358359999999, 0.23551036399999997, 0.599194288], 'bjp': [0.160676509, 0.526323795, 0.026333183], 'visit': [0.14751419400000002, 0.189780146, 0.19708176], 'bhopal': [0.097027943, 0.484964639, 0.15803830300000002], 'pradesh': [0.14343971, 0.155677468, 0.073516496], '110day': [0.0, 0.10302932599999999, 0.242775097]}"
1714,"{'flood': [0.161397278, 0.123350069, 0.17183487100000003]}"
1715,"{'husband': [0.30688622600000004, 0.184333652, 0.07992211], 'misa': [0.393620908, 0.170127764, 0.310258418], 'daughter': [0.39159640700000004, 0.053781065999999995, 0.28667867199999997], 'shailesh': [0.20772811800000002, 0.13827385, 0.257382214], 'yadavs': [0.155734256, 0.024425505, 0.283527046], 'lalu': [0.372553349, 0.11265479, 0.45658621200000005], 'tax': [0.189292192, 0.178738803, 0.114355564], 'department': [0.211314082, 0.21689161699999998, 0.166754857], 'summons': [0.0, 0.146904692, 0.365938604], 'delhi': [0.546969891, 0.163829476, 0.190948442]}"
1716,"{'nia': [0.18920294899999998, 0.162748113, 0.02584595], 'marriage': [0.217236564, 0.13259869800000001, 0.057295304000000005], 'conversion': [0.243723527, 0.0, 0.290946633], 'kerala': [0.143770799, 0.065535069, 0.098849505], 'court': [0.100837484, 0.05686187, 0.23883618399999998], 'case': [0.1688333, 0.102256335, 0.0]}"
1717,"{'199': [0.590295672, 0.14766147699999999, 0.528497338], 'riot': [0.318521202, 0.479789019, 0.327243149], '1984': [0.22618369800000002, 0.097178802, 0.227456167], 'court': [0.091283135, 0.174040392, 0.101797789], 'close': [0.22343391199999998, 0.081527755, 0.9227553009999999], 'examine': [0.077330448, 0.053994442999999996, 0.06256917099999999], 'decision': [0.077962622, 0.070699334, 0.037253767], 'sit': [0.052453674000000006, 0.050473005, 0.048392847], 'case': [0.142349884, 0.732625425, 0.0], 'antisikh': [0.41072270299999997, 0.37241587, 0.42181518700000004]}"
1718,"{'encounter': [0.14145115, 0.19878386, 0.15658395]}"
1721,"{'vemula': [0.139091477, 0.305131555, 0.490167439], 'rohith': [0.29730773, 0.257449657, 0.46042937], 'report': [0.14754672300000002, 0.24636057, 0.407625169], 'suicide': [0.324676126, 0.201630935, 0.165380046], 'student': [0.220570982, 0.24547645399999998, 0.033712368]}"
1722,"{'funding': [0.12377414099999999, 0.63590765, 0.570962369], 'raid': [0.3059057, 0.269809693, 0.438895226], 'terror': [0.200248748, 0.149847135, 0.300160944], 'separatist': [0.18150185, 0.042030882, 0.24418197600000002], 'valley': [0.406835586, 0.190162599, 0.307445168], 'nia': [0.112007126, 0.16464018800000002, 0.319686264]}"
1723,"{'whale': [0.580139875, 0.238537759, 0.637486398], 'game': [0.304571211, 0.23505811399999998, 0.068984449], 'blue': [0.16241270300000002, 0.12854705800000002, 0.168442532]}"
1724,"{'funding': [0.593482435, 0.63590765, 0.570962369], 'terror': [0.144459039, 0.149847135, 0.300160944], 'separatist': [0.094541706, 0.042030882, 0.24418197600000002], 'raid': [0.308117658, 0.269809693, 0.438895226], 'nia': [0.362102032, 0.16464018800000002, 0.319686264], 'location': [0.108110949, 0.246840447, 0.13099505], 'valley': [0.438295841, 0.190162599, 0.307445168], 'case': [0.28719478800000003, 0.298525989, 0.429243416], 'kashmir': [0.777252913, 0.134423688, 0.18634356600000002]}"
1726,"{'independence': [0.653255701, 0.180573806, 0.312508672], 'day': [0.6303506489999999, 0.911967278, 0.048708268]}"
1727,"{'doodle': [0.12581869999999998, 0.999989033, 0.24688252800000002], 'google': [0.344147384, 0.265478373, 0.195055857], 'independence': [0.34678784, 0.180573806, 0.123103455]}"
1728,"{'flood': [0.694348037, 0.045413605999999995, 0.167628214], 'bihar': [0.165688679, 0.259585708, 0.0], 'assam': [0.514779091, 0.350742668, 0.163177133], 'bengal': [0.5628969070000001, 0.282011837, 0.02603345]}"
1729,"{'hospital': [0.260938585, 0.233706847, 0.644016147], 'death': [0.270770371, 0.176178947, 0.135458171], 'gorakhpur': [0.24181525399999998, 0.13456253699999998, 0.7233862879999999], 'adityanath': [0.047456115, 0.16904655100000002, 0.43725729]}"
1730,"{'flood': [0.19724114199999998, 0.045413605999999995, 0.167628214], 'bengal': [0.29692474, 0.282011837, 0.02603345], 'assam': [0.08061344200000001, 0.350742668, 0.163177133]}"
1731,"{'flood': [0.433218271, 0.380949259, 0.115865506], 'bihar': [0.355361909, 0.41297718899999997, 0.49057444899999997], 'nitish': [0.131834835, 0.275451541, 0.08817706300000001]}"
1732,"{'landslide': [0.204064682, 0.129032895, 0.319856048], 'mandi': [0.310210794, 0.0, 0.183330491], 'highway': [0.291679084, 0.420024723, 0.31016498800000003], 'himachal': [0.063349523, 0.019251768, 0.107075177]}"
1733,"{'gorakhpur': [0.192703053, 0.083508573, 0.7233862879999999], 'health': [0.8191201690000001, 0.7658874990000001, 0.15750435], 'adityanath': [0.114567019, 0.051927771, 0.43725729], 'yogi': [0.32139203, 0.107304804, 0.393051684], 'hospital': [0.041105038999999996, 0.070064053, 0.644016147]}"
1735,"{'search': [0.171959773, 0.043099284, 0.153823152], 'encounter': [0.16791783300000002, 0.17812831699999998, 0.0], 'shopian': [0.290044397, 0.435256869, 0.0], 'zainapora': [0.33588072700000005, 0.353178978, 0.7940711979999999], 'army': [0.209250957, 0.13514556, 0.159280181]}"
1736,"{'bus': [0.16427704699999998, 0.133002594, 0.033298422], 'landslide': [0.15873590099999998, 0.129032895, 0.014403792], 'buried': [0.41122058, 0.0, 0.0], 'himachal': [0.091988906, 0.019251768, 0.075154811], 'mandi': [0.0, 0.0, 0.0]}"
1737,"{'death': [0.450520277, 0.636350274, 0.135458171], 'gorakhpur': [0.46811041200000003, 0.035066701, 0.7233862879999999], 'adityanath': [0.19019518800000002, 0.108388901, 0.43725729]}"
1738,"{'doklam': [0.651238859, 0.21425293399999998, 0.8187552090000001], 'standoff': [0.24404960899999997, 0.625999153, 0.182523713]}"
1739,"{'army': [0.322398394, 0.316889971, 0.17699432399999998], 'pakistani': [0.271432042, 0.063549213, 0.773565471], 'ceasefire': [0.019228811999999998, 0.04656728, 0.068962865], 'violation': [0.027396003, 0.011442036000000001, 0.121410795]}"
1740,"{'rajya': [0.08457645, 0.5925933720000001, 0.359743863], 'sharad': [0.028405293999999998, 0.20777458, 0.057870738], 'leader': [0.116387799, 0.252243608, 0.0], 'yadav': [0.041678797000000004, 0.584134936, 0.023023622], 'removed': [0.097463213, 0.538324416, 0.0], 'nitish': [0.009663209, 0.320203334, 0.264679462]}"
1741,"{'rajya': [0.167914957, 0.5925933720000001, 0.359743863], 'sharad': [0.021337664, 0.20777458, 0.057870738], 'jdu': [0.10706120699999999, 0.471912861, 0.189237058], 'yadav': [0.030054189, 0.584134936, 0.023023622], 'leader': [0.061484378, 0.252243608, 0.0], 'removed': [0.17084670100000002, 0.538324416, 0.0]}"
1742,"{'shah': [0.546608269, 0.133972704, 0.300524026], 'bjp': [0.523313701, 0.438206315, 0.436442405]}"
1743,"{'party': [0.041105628, 0.036780056, 0.37952545299999996], 'ansari': [0.291828066, 0.254914045, 0.24536499399999998], 'jdu': [0.509862125, 0.500687778, 0.445854694], 'tyagi': [0.19661589, 0.203353465, 0.243676439], 'attending': [0.065065242, 0.062560722, 0.018622938999999998], 'opposition': [0.21693964300000002, 0.219414875, 0.072477363], 'suspended': [0.170198157, 0.131389633, 0.33967852600000004], 'anwar': [0.09979593, 0.117005952, 0.27737778399999996], 'ali': [0.260406554, 0.32230252, 0.032278858], 'severing': [0.055092216, 0.021221442000000004, 0.164793789]}"
1744,"{'naidu': [0.526018381, 0.11452919199999999, 0.143302903], 'venkaiah': [0.232773557, 0.049598947000000004, 0.021744833999999998], 'oath': [0.134296104, 0.115010865, 0.0], 'vice': [0.365884274, 0.597751319, 0.239742294]}"
1745,"{'bill': [0.452683151, 0.192868337, 0.0], 'session': [0.607230246, 0.423039347, 0.065430827], 'monsoon': [0.20486778, 0.08683832, 0.015182588]}"
1746,"{'buxar': [0.049047265, 0.12158002, 0.10956899099999999], 'suicide': [0.370097846, 0.107855096, 0.266161203], 'ghaziabad': [0.11543259, 0.06889531, 0.40766111], 'district': [0.079511978, 0.057371002000000004, 0.031555742000000005], 'track': [0.456459135, 0.461483449, 0.35291996600000003], 'railway': [0.102735922, 0.055959228, 0.247188777], 'magistrate': [0.006333863, 0.067632861, 0.052734576], 'officer': [0.046781185999999995, 0.175310224, 0.052443709000000005], 'found': [0.39231354, 0.36928021899999997, 0.69888401], 'ia': [0.052743569000000004, 0.241113484, 0.116852641]}"
1747,"{'expelled': [0.242545813, 0.308014661, 0.040419325], 'congress': [0.44441801299999995, 0.271423459, 0.51683265], 'gujarat': [0.40906578299999996, 0.279821783, 0.18505601600000002], 'patel': [0.375272989, 0.6341995, 0.250781655], 'vaghela': [0.210378602, 0.171164736, 0.021080565], 'rajya': [0.0, 0.639984488, 0.077128083], 'ahmed': [0.09366820000000001, 0.282555819, 0.248477668], 'victory': [0.036691986, 0.024328837000000002, 0.303137928]}"
1748,"{'stalking': [0.5672689679999999, 0.70476985, 0.73315227], 'chandigarh': [0.283660859, 0.362831771, 0.29579421899999997], 'police': [0.300356865, 0.265563905, 0.258580059]}"
1750,"{'encounter': [0.332670361, 0.058614727, 0.12223079099999999], 'tral': [0.262072355, 0.42280975, 0.308309376], 'pulwama': [0.568020105, 0.118451178, 0.64880532], 'force': [0.148391545, 0.074152157, 0.36487117399999996], 'search': [0.17526972300000002, 0.0, 0.17759351399999998], 'gulab': [0.31008422399999996, 0.25596568, 0.533127904], 'operation': [0.6494033339999999, 0.17909473199999998, 0.676187992], 'bagh': [0.544548035, 0.510660291, 0.6313422320000001], 'security': [0.275136888, 0.116219215, 0.028409192000000003]}"
1751,"{'movement': [0.7467019559999999, 0.173679873, 0.275144696], 'quit': [1.0, 0.999999523, 1.0], 'india': [0.66743046, 0.573612273, 0.409501135], 'pledge': [0.153590783, 0.08712215699999999, 0.12458527800000001], '75th': [0.09348957199999999, 0.0, 0.21526536300000002]}"
1752,"{'gujarat': [0.11319708099999999, 0.333679348, 0.233530968], 'rajya': [0.5549131039999999, 0.841008842, 0.127498105], 'vote': [0.262884885, 0.23013274399999997, 0.177417308], 'candidate': [0.211370721, 0.5032927389999999, 0.58336556]}"
1753,"{'justice': [0.328731477, 0.9896683690000001, 0.9999974970000001], 'khehar': [0.411640227, 0.078656979, 0.502344966], 'misra': [0.393904656, 0.42840147, 0.16865097], 'chief': [0.186526775, 0.085317597, 0.160138249]}"
1754,"{'police': [0.308220327, 0.08671283, 0.662335217], 'chandigarh': [0.0, 0.14893224800000002, 0.163837567], 'cctv': [0.068491496, 0.083619878, 0.0], 'stalking': [0.879524946, 0.084754951, 0.132897198], 'haryana': [0.066623591, 0.068457365, 0.170046255], 'kundu': [0.045912944000000004, 0.0, 0.055632178], 'son': [0.021338232000000002, 0.07025532400000001, 0.15829818], 'subhash': [0.060982674, 0.242493987, 0.042154383], 'case': [0.216001227, 0.235992074, 0.47965458], 'bjp': [0.085531525, 0.11164064, 0.209311098]}"
1755,"{'independence': [0.20928449899999998, 0.092630275, 0.172197536]}"
1756,"{'congress': [0.237891763, 0.14459572699999998, 0.186225444], 'crisis': [0.507448792, 0.08118739, 0.058399793], 'jairam': [0.23137837600000002, 0.0, 0.581458271], 'ramesh': [0.40403026299999995, 0.789409459, 0.299641579], 'sultanate': [0.12550734, 0.345386893, 0.16292436400000002]}"
1757,"{'handi': [0.586211562, 0.641565859, 0.137453616], 'dahi': [0.088709235, 0.170980513, 0.12082853199999999], 'festival': [0.5660032629999999, 0.0, 0.239313275], 'restriction': [0.0, 0.054152890999999995, 0.419933915], 'court': [0.072695687, 0.13718605, 0.468988925]}"
1758,"{'terrorist': [0.704902232, 0.386850655, 0.137421191], 'foiled': [0.0, 0.176587313, 0.50368917], 'infiltration': [0.0, 0.525550365, 0.347461343], 'bid': [0.0, 0.552999616, 0.30942529399999996]}"
1759,"{'pilgrim': [0.09503673, 0.08355117599999999, 0.392098039], 'attack': [0.044393521, 0.136259153, 0.21589848399999997], 'amarnath': [0.132397816, 0.208573803, 0.09292233], 'men': [0.094592705, 0.13136953099999998, 0.125749588], 'let': [0.041912511, 0.144935653, 0.043604555999999996], 'provided': [0.106491357, 0.346899778, 0.0]}"
1760,"{'wani': [0.279678434, 0.23076041, 0.10816202300000001], 'aslam': [0.032618298999999996, 0.0, 0.031059686], 'hawala': [0.31408697399999996, 0.099479653, 0.0], 'arrested': [0.116048902, 0.050540510999999996, 0.301491737], 'shabir': [0.051343545, 0.0, 0.26063334899999996]}"
1761,"{'naidu': [0.990620136, 0.658432603, 1.0], 'venkaiah': [0.0, 0.163553804, 0.08466443400000001], 'nda': [0.082562104, 0.220602572, 0.343242049], 'vote': [0.14832925800000002, 0.8621506090000001, 0.12301252800000001]}"
1762,"{'vice': [0.601357758, 0.40127980700000004, 0.643384278], 'venkaiah': [0.083331399, 0.282646835, 0.825249791], 'naidu': [0.530225873, 0.636440098, 0.44633323], 'president': [1.0, 0.999905348, 1.0]}"
1763,"{'violence': [0.331499547, 0.0, 0.150544971], 'jaitley': [0.120912701, 0.37890479, 0.21589306], 'rajesh': [0.439693004, 0.31863006899999996, 0.312012345], 'kerala': [0.194276139, 0.553910136, 0.05829324599999999], 'worker': [0.409589559, 0.36184281100000004, 0.11767247300000001], 'political': [0.404709876, 0.11623006300000001, 0.140404433]}"
1764,"{'rajesh': [0.25658223, 0.31863006899999996, 0.20082207], 'kerala': [0.141494706, 0.553910136, 0.204652682], 'jaitley': [0.339362055, 0.37890479, 0.431813866], 'worker': [0.09148488199999999, 0.36184281100000004, 0.339774191], 'arun': [0.633341193, 0.0, 0.072081931]}"
1765,"{'naidu': [0.290197372, 0.325222611, 1.0], 'vice': [0.28962004199999997, 0.331595302, 0.348833412], 'venkaiah': [0.031209767000000003, 0.027601447, 0.073635213], 'president': [0.9999997620000001, 1.0, 0.052922908]}"
1766,"{'dialogue': [0.203785226, 0.023656788999999998, 0.25233116699999997], 'conflict': [0.7262616159999999, 0.27636686, 0.0]}"
1767,"{'terrorist': [0.40322569, 0.6405495410000001, 0.31573665100000003], 'sopore': [0.20708423899999998, 0.0, 0.327445328], 'killed': [0.46603479999999997, 0.09812708199999999, 0.34969770899999997], 'encounter': [0.255619019, 0.075532503, 0.116547965], 'lashkaretaiba': [0.028378447999999997, 0.0, 0.0]}"
1768,"{'kerala': [0.45285987899999997, 0.25303718399999997, 0.339918166], 'worker': [0.696999371, 0.445216775, 0.372780591], 'killing': [0.233536735, 0.524474561, 0.278925002], 'cpm': [0.135234252, 0.30196261399999996, 0.300801486]}"
1769,"{'encounter': [0.141636521, 0.09660618800000001, 0.10684607199999999]}"
1770,"{'rajya': [0.580012262, 0.331914723, 0.055714075], 'party': [0.0, 0.010538381000000001, 0.562114835], 'uikey': [0.06438313400000001, 0.131372541, 0.06350083599999999], '58': [0.0, 0.0, 0.31609273]}"
1771,"{'nota': [0.566852152, 0.30423066, 0.21505804399999998], 'congress': [0.451474339, 0.16650459199999998, 0.244205654], 'gujarat': [0.534031391, 0.08472187099999999, 0.21802997600000001], 'rajya': [0.909411073, 0.7656503920000001, 0.289202601], 'poll': [0.318261057, 0.216646373, 0.197743163], 'court': [0.23636055, 0.11503133900000001, 0.320693314], 'supreme': [0.34695726600000004, 0.309305727, 0.170540422]}"
1772,"{'rohtak': [0.326087385, 0.241096675, 0.179096743], 'shah': [0.098932326, 0.213742107, 0.19598020600000002], 'visit': [0.09696055199999999, 0.07184694, 0.11575959599999999], 'amit': [0.597939134, 0.636275709, 0.501483083]}"
1773,"{'mukherjee': [0.513857126, 0.535023987, 0.37592297799999996], 'pranab': [0.187725484, 0.281797111, 0.070505001], 'letter': [0.75275296, 0.669448674, 0.0], 'pm': [0.511308014, 0.378119826, 0.773038745], 'president': [0.46338915799999997, 0.999999642, 0.112890564], 'touched': [0.0, 0.0, 0.0], 'modi': [0.139891386, 0.313145041, 0.0], 'heart': [0.0, 0.0, 0.069861874]}"
1774,"{'shivakumar': [0.310598761, 0.361598432, 0.08953598900000001], 'raid': [0.060551535, 0.064916611, 0.150923327], 'resort': [0.446828574, 0.7430922990000001, 0.5012525320000001], 'tax': [0.113562815, 0.007851568, 0.067511111], 'mlas': [0.162343666, 0.319795221, 0.182253256]}"
1775,"{'flood': [0.16493696, 0.16360619699999998, 0.136226654], 'water': [0.493838072, 0.268066376, 0.075531565]}"
1776,"{'kulgam': [0.088925138, 0.740773261, 0.592468679], 'encounter': [0.19230519199999999, 0.143973872, 0.14747653900000002], 'killed': [0.44362074100000004, 0.051394712, 0.104821816], 'two': [0.492396474, 0.519275963, 0.025815177999999998], 'terrorist': [0.09465490300000001, 0.27461502, 0.36123094], 'force': [0.18138849699999998, 0.161954552, 0.033429414], 'security': [0.24755929399999999, 0.18070437, 0.049689922000000004], 'bank': [0.21350646, 0.214819521, 0.138635963], 'van': [0.081426606, 0.424934149, 0.297460377], 'cash': [0.131299436, 0.155934393, 0.08809977], 'district': [0.44070392799999997, 0.476848602, 0.082015954], 'policeman': [0.01156814, 0.033869319, 0.049808022], 'said': [0.090237081, 0.399134338, 0.36157372600000004]}"
1778,"{'resort': [0.558358908, 0.7430922990000001, 0.085838363], 'shivakumar': [0.34058725799999995, 0.361598432, 0.047189999], 'tax': [0.15339277699999998, 0.007851568, 0.139647439], 'karnataka': [0.413879722, 0.163701966, 0.701872706], 'gujarat': [0.226920202, 0.250587493, 0.251262069], 'bengaluru': [0.335116237, 0.040074873999999996, 0.10993636400000001], 'income': [0.092864692, 0.014963095, 0.06829175400000001], 'raid': [0.534312963, 0.064916611, 0.11537233699999999], 'official': [0.18830759800000002, 0.33199513, 0.027487848]}"
1779,"{'flood': [0.792293131, 0.080544129, 0.380123764]}"
1780,"{'dujana': [0.38780257100000004, 0.133259743, 0.073759265], 'force': [0.094013512, 0.19909046600000002, 0.133250967], 'security': [0.100957669, 0.070102945, 0.143956199], 'abu': [0.109646015, 0.0, 0.19659403], 'operation': [0.20013332399999997, 0.46634531, 0.340771198], 'encounter': [0.047334562999999996, 0.05702316, 0.326806217], 'kashmir': [0.7047097090000001, 0.1615493, 0.041387111000000004], 'killed': [0.066127382, 0.021875191000000002, 0.45832610100000004]}"
1782,"{'bjp': [0.611736476, 0.297212899, 0.08654187599999999], 'shah': [0.26092883899999997, 0.0, 0.278662741]}"
1783,"{'mlas': [0.493884355, 0.20386675, 0.18728984899999998], 'congress': [0.142790243, 0.158435106, 0.6600610020000001], 'gujarat': [0.21502481399999998, 0.26413226100000003, 0.044855617]}"
1784,"{'flood': [0.07859215900000001, 0.231118023, 0.339973271], 'situation': [0.38100552600000004, 0.065255679, 0.181904405]}"
1785,"{'kerala': [0.136392146, 0.145782098, 0.20790393699999998], 'worker': [0.643303692, 0.130691439, 0.205703765]}"
1786,"{'coast': [0.12712706599999998, 0.527529657, 0.0], 'heroin': [0.067246914, 0.09888687, 0.0], 'vessel': [0.29512766, 0.20356825, 0.464464724], '1500': [0.174990833, 0.043324760999999996, 0.0], 'kg': [0.038542647, 0.086573176, 0.0], '3500': [0.283900321, 0.145819649, 0.381141454], 'guard': [0.021437387999999998, 0.38084805, 0.0], 'ship': [0.06350868900000001, 0.006067171, 0.0], 'seized': [0.55531019, 0.09464748199999999, 0.196846128], 'gujarat': [0.450535655, 0.387998164, 0.41689956200000006]}"
