,ID,dd_sentiment_np,ndtv_sentiment_np,tn_sentiment_np
264,278,"{'National Museum': 0.9051484999999999, 'freedom struggle': 0.943636, 'business': 0.750842, 'films': 0.67517925, 'industry': 0.936631, 'buildings': 0.4584205, 'single window clearance': 0.981101, 'major problem': 0.92221, 'cinematography act': 0.386787, 'piracy': 0.27567, 'India': 0.9563455, 'violators': 0.947747, 'museum': 0.9051484999999999, 'film': 0.67517925, 'visitors': 0.787469, 'major role': 0.92221, 'South Mumbai': 0.6366053333333334, 'tourism': 0.996557, 'rich cinematic history': 0.966255, 'global level': 0.996407, 'Mumbai': 0.6366053333333334, 'platform': 0.883327, 'History': 0.966255, 'role': 0.996557, 'ease': 0.750842, 'industries': 0.936631}","{'social changes': 0.518316, 'National Museum': 0.710433, 'films': 0.8003256000000001, 'problems': 0.733045, 'employment opportunities': 0.771957, 'Divya Dutta': 0.987342, 'different languages': 0.598072, 'inauguration': 0.0, 'film': 0.8003256000000001, 'Films': 0.8003256000000001, 'filmmakers': 0.458173, 'tourism': 0.598072, 'boost tourism': 0.598072, 'university': 0.987342, 'Twitter': -0.715425, 'solutions': 0.733045, 'shape': 0.733045, 'Ramdas Athawale': 0.774768, 'measures': 0.805628, 'Rajyavardhan Singh Rathore': 0.774768, 'conscious effort': 0.458173, 'special mention': 0.911566}","{'Larsen': 0.9031155, 'howitzers': 0.432704, 'valuable contribution': 0.9256465, 'Hazira': 0.5798196666666667, 'defence sector': 0.6161943333333334, 'K9 Vajra': 0.89629125, 'India': 0.6099293333333333, 'Defence Minister Nirmala': 0.69004675, 'L&T': 0.490142, 'entire team': 0.916463, 'pursuit': 0.936399, 'significant role': 0.8944725, 'English Entertainment': 0.0, 'K9 vehicle': 0.9065856666666666, 'Vajra': 0.868289, 'tanks': 0.980284, 'Hazira facility': 0.5798196666666667, 'significant contribution': 0.9084479999999999, 'Twitter': 0.865408, 'howitzer': 0.432704, 'howitzer factor': 0.432704, 'guns': 0.0, 'Times Network': 0.0, 'Toubro Armoured Systems': 0.467513, 'Leading Broadcasting Network': 0.0, 'Vajra howitzer': 0.5419603749999999, 'Armoured Systems Complex': 0.467513}"
265,279,"{'aid': 0.0, 'Defence Minister Nirmala': 0.443251, 'molestation cases': -0.8774, 'manner': 0.767278, 'government': 0.0, 'Officer Rank': 0.0, 'breach': 0.0, 'rape': -0.8774}","{'historic decision': -0.410079, 'PM Modi': -0.682361, 'armed forces': -0.6349406666666667, 'appropriate facilities': 0.0, 'Modi government': -0.62637975, 'Twitter': -0.767121, 'BJP': -0.579466, 'smoother induction': -0.816851, 'short-service commission': -0.730139, 'Modi': -0.682361, 'responsibilities': 0.436883, 'PM Modi government': -0.62637975, 'General Bipin Rawat': -0.4037155, 'milestone': -0.767121, 'cross-border hostilities': -0.886595, 'government': -0.6359726666666666, 'forces': -0.6349406666666667, 'Officer Rank': -0.658029, 'BJP administration': -0.579466, 'country': -0.5279906666666667, 'centre': -0.24911733333333333, 'crowd control': -0.886595}","{'historic decision': 0.38299, 'CMP': 0.666232, 'Raksha Mantri': 0.4255, 'news agency PTI': -0.291488, 'Defence Ministry spokesperson': 0.134688, 'armed forces': -0.09369100000000002, 'decision': 0.38299, 'Defence Minister Nirmala': 0.101016, 'Minister': 0.202032, 'signals': 0.4255, 'Times Network': 0.13186466666666666, 'General Bipin Rawat': 0.502122, 'Leading Broadcasting Network': 0.0, 'forces': -0.09369100000000002, 'plans': 0.0, 'representation': -0.48758450000000003, 'English Entertainment': 0.0, 'entry': 0.858451, 'PTI': -0.582976, 'Defence Subhash Bhamre': 0.134688}"
266,280,"{'worker': 0.995357, 'challenges': 0.933771, 'world': 0.5413833333333334, 'Uzbekistan President Shavkat': 0.86955, 'countries': 0.3544875, 'Indian delegates': 0.47091, 'partner organizations': 0.0, 'India': 0.47208, 'international organisations': 0.5235376666666667, 'new India': 0.47208, 'international organizations': 0.39265325, 'places': 0.995357, 'greetings': 0.708975, 'Gandhinagar': 0.924345, 'bilateral relationship': 0.628793, 'John Chambers': 0.0, 'international dignitaries': 0.5235376666666667}","{'average GDP growth': 0.213546, 'honour': 0.0, 'policies': -0.448822, 'platform': 0.0, 'event': 0.8248635, 'unprecedented scale': 0.940494, 'India': 0.08204750000000002, 'reserve buyer-seller': 0.634567, 'largest solar park': 0.0, 'Uzbekistan Shavkat Mirziyoyev': 0.963881, 'Sudhir Mehta': 0.0, 'government': 0.2501056666666666, 'Kumar Mangalam Birla': 0.0, 'average rate': 0.213546, 'renewable energy': 0.0, 'delegation': 0.0, 'Billionaire Gautam Adani': 0.783128}","{'pavilions': 0.623456, 'medium enterprises': 0.0, 'domestic buyers': 0.926804, 'government': 0.577297, 'English Entertainment': 0.969181, 'delegation': 0.796709, 'display': 0.612306, 'globe trade': 0.8989399999999999, 'MSME sector': 0.5287003333333333, 'trade': 0.8989399999999999, 'Pakistan': 0.796709, 'buyer-seller': 0.8278213333333332, 'event': 0.796709, 'separate pavilion': 0.623456, 'experience': 0.0, 'reserve buyer-seller': 0.8278213333333332, 'African countries': 0.634606, 'global trade': 0.8620933999999998, 'products': 0.516919, 'Times Network': 0.838553, 'TV': 0.0, 'Leading Broadcasting Network': 0.969181, 'Gandhinagar': 0.744639}"
267,281,"{'political personalities': -0.760344, 'Mohammad Owais': -0.380172, 'Madrasa teacher': -0.664478, 'CCTV cameras': 0.0, 'security establishments': -0.760344, 'Punjab police': -0.542298, 'Mufti Mohammad Suhail': -0.380172, 'searches': -0.737069, 'module case': -0.6721016666666667, 'Madhni Jama Masjid': 0.0, 'terror attacks': -0.760344, 'places': -0.751514, 'module': -0.6721016666666667, 'people': -0.760344, 'ISIS': -0.643208}","{'politicians': -0.927156, 'mobile phones': -0.981932, 'serial blasts': -0.9545440000000001, 'explosive devices': -0.981932, 'Ammonium Nitrate': 0.0, 'suicide attacks': -0.4784755, 'electric wires': -0.981932, 'Twitter': -0.906725, 'steel containers': -0.981932, 'wireless doorbells': -0.981932, 'Potassium Nitrate': 0.0, 'searches': -0.956951, 'global terror group': -0.918173, 'NIA': -0.6280356666666667, 'fresh raids': -0.59838, 'NIA NIA': -0.6280356666666667, 'people': -0.927156, 'SIM cards': -0.981932, 'rocket launcher': -0.879395}","{'Jamia Husania Abul': 0.0, 'Hassan': 0.0, 'NIA raids': -0.7164566, 'Ammonium Nitrate': -0.910494, 'case': -0.8623789999999999, 'Raids': -0.9033519999999999, 'Jammu': 0.0, 'underway': -0.975503, 'Potassium Nitrate': -0.910494, 'explosives': -0.910494, 'counter-terrorism agency': -0.8327230000000001, 'NIA': -0.5589473333333334, 'Leading Broadcasting Network': -0.910494, 'module': -0.805817, 'raids': -0.9033519999999999, 'NIA NIA': -0.5589473333333334, 'English Entertainment': 0.0, 'rocket launcher': 0.0}"
268,282,"{'Manish Kumar Sinha': 0.0, 'Home Guards': 0.0, 'Civil Defence': 0.0, 'collision path': -0.763676}","{'three-member selection committee': 0.0, 'Lok Sabha': 0.0, 'bitter fight': 0.0, 'Mr Asthana powers': -0.357954, 'corruption': -0.4474425, 'government': 0.0, 'Minister Narendra Modi': 0.0, 'Twitter': -0.715425, 'mutual allegations': -0.894885, 'Mr Asthana': -0.357954, 'Supreme Court members': -0.29829500000000003, 'Supreme Court': -0.29829500000000003}","{'investigation': 0.3020885, 'dissent': 0.0, 'police service': 0.0, 'Asthana': 0.933171, 'recent judgment': 0.0, 'Mallikarjun Kharge': 0.46285299999999996, 'Police Jayant': 0.0, 'Sikri': 0.2012995, 'FIR': 0.0, 'government': -0.328994, 'Kumar Sinha': 0.0, 'PM Narendra Modi': 0.358387, 'English Entertainment': 0.0, 'Supreme Court': 0.0, 'leave': -0.328994, 'correction': 0.0, 'vote': 0.0, 'Sikri’s vote': 0.265661, 'Delhi High Court': 0.0, 'experience': 0.0, 'Congress': 0.2012995, 'Times Network': 0.0, 'TV': 0.0, 'Leading Broadcasting Network': 0.0}"
269,283,"{'holes': -0.622522, 'fact': -0.817798, 'Judges': 0.0, 'outsiders': -0.650681, 'contact': -0.650681, 'public domain': -0.408899, 'cardiac stroke': -0.832032, 'proposal': -0.622522, 'falsehood': -0.792948, 'ideological left': -0.903722, 'people': -0.622522, 'Compulsive Contrarians': -0.395066, 'blog': 0.841277}","{'Auditor General': -0.238475, 'arithmetic': -0.206531, 'non-deal offer': -0.407162, 'cent': 0.0, 'fighter jets': 0.0, 'escalation': 0.0, 'escalation offer': -0.407162, 'Hindu': -0.212657, 'Senior Congress leader': -0.694888, 'Supreme Court': -0.721545, 'Euro': -0.730756, 'national security': -0.638979, 'euro': -0.730756, 'price': -0.22550599999999998, 'exchange rate': -0.836317, 'medical treatment': 0.0, 'leader P Chidambaram': -0.65902, 'Congress': -0.694888, 'French aircraft-maker Dassault': -0.585166, 'new article': -0.619593, 'crore': -0.730756, 'Air Force': -0.638979, 'Defence Ministry': 0.0, 'report': -0.212657, 'issues': -0.88404}","{'creator': 0.0, 'Raksha Mantri': -0.297171, 'arithmetic': -0.4177685, 'non-deal offer': -0.785246, 'arithmetics': -0.4177685, 'cent': 0.937949, 'various forums': -0.297171, 'credibility': 0.0, 'escalation': -0.802984, 'English Entertainment': -0.726918, 'deal': 0.0, 'Supreme Court': 0.0, 'India Specific Enhancements': -0.5120445, 'scam': -0.785246, 'price': -0.208102, 'Times Network': -0.726918, 'new Article': -0.785246, 'Leading Broadcasting Network': -0.726918, 'Defence Ministry': -0.511398, 'Indian Air Force': 0.0, 'report': 0.10616200000000003, 'Defence Ministry spokesperson': -0.511398, 'issues': 0.0}"
270,284,"{'Ahmedabad Shopping Festival-2019': 0.7843209999999999, 'big business Summit': 0.7247308, 'business': 0.9059135, 'procedures': 0.810265, 'constant endeavour': 0.852934, 'Ahmedabad': 0.7843209999999999, 'public gathering': 0.926851, 'old laws': 0.742725, 'rules': 0.742725, 'loans': 0.710202, 'credit': 0.710202, 'street vendors': 0.804087, 'Government': 0.984398, 'Craftsmen': 0.804087, 'event': 0.944784, 'commendable initiative': 0.663368, 'Rs': 0.710202, 'conducive environment': 0.984398, 'banks': 0.710202, 'Ease': 0.890385}","{'international delegates': 0.0, 'Highlights': 0.0, 'CEOs': 0.0, 'Heads': 0.999924}","{'business sectors': 0.999934, 'Ahmedabad Municipal Corporation': 0.3849175, 'Ahmedabad Shopping Festival': 0.274148, 'Hazira': 0.980386, 'Pakistan': 0.641499, 'event': 0.641499, 'Amdavad Shopping Festival': 0.548296, 'experience': 0.0, 'India': 0.9408114999999999, 'municipal corporation': 0.495687, 'New India': 0.9408114999999999, 'Hazira Gun Factory': 0.980386, 'modern amenities': 0.0, 'PM': 0.93479, 'Times Network': 0.890249, 'TV': 0.0, 'Leading Broadcasting Network': 0.890249, 'English Entertainment': 0.890249, 'Heads': 0.796709}"
271,285,"{'Information': 0.486816, 'companies': 0.623563, 'Broadcasting ministry': 0.47496900000000003, 'I&B Secretary': 0.3117815, 'Secretary Amit Khare': 0.3117815, '25th International conference': 0.623563, 'broadcasting sector': 0.47496900000000003, 'BES awards': 0.3117815, 'dignitaries': 0.0, 'new Integrated Broadcast': 0.474969, 'winners': 0.0, 'exhibitor': 0.0, 'gathering': 0.0}","{'China Times': 0.0, 'iPad mini': 0.25713899999999995, 'Spring event': 0.856617, 'Digitimes': 0.0, 'analyst Ming-Chi Kuo': 0.0, 'Specifications': 0.569025, 'GIS': 0.569025, 'previous iPad mini': 0.25713899999999995, 'entry-level iPad models': 0.33659928571428566, 'dual camera setup': 0.0, 'launch': 0.053224999999999995, 'latest report': 0.3990835, 'entry-level iPad model': 0.33659928571428566, 'upcoming iPad models': 0.33659928571428566, 'new entry-level iPad': 0.2958901538461538, 'event': 0.856617, 'Taiwan': 0.788441, 'new affordable iPad': 0.33659928571428566, 'headphone jack': 0.0, 'mini': 0.831282, 'past rumour': 0.0, 'affordable display panel': 0.20162149999999998, 'new iPad launch': 0.3153997857142857, 'Apple': -0.006963666666666664}","{'Bharat Ratna': -0.498716, 'Delhi Development Minister': -0.25885814285714287, 'convener Gopal Rai': -0.2700085, 'Congress chief Sheila': -0.6165605, 'Sheila Dikshit': -0.862031, 'leader Gopal Rai': -0.2700085, 'Aam Aadmi Party': -0.3314876, 'LS seats': 0.627456, 'Delhi CM': -0.25885814285714287, 'English Entertainment': 0.0, 'AAP AAP': -0.7057910000000001, 'poison': -0.875692, 'award': -0.498716, 'alliance': -0.664044, 'party': -0.3314876, 'Rajiv Gandhi': -0.734155, 'Lok Sabha Elections': 0.09289049999999999, 'hands': 0.456995, 'Congress': -0.86961225, 'Gopal Rai': -0.2700085, 'Times Network': 0.456995, 'things': 0.0, 'Leading Broadcasting Network': 0.456995, 'Delhi': -0.25885814285714287, 'polished party': -0.3314876, 'AAP': -0.7057910000000001, 'decision': -0.329257, 'favour': -0.7400055}"
272,286,"{'Maharshi Bharadwaj': 0.653172, 'Prayagraj Kumbh Mela': 0.326586, 'seers': 0.653172, 'saints': 0.653172, 'occasion': 0.0, 'pujan': 0.0, 'President': 0.6849685, 'President Ramnath Kovind': 0.6849685, 'cleanliness': 0.716765, 'Kumbh': 0.326586, 'Mahatma Gandhi': 0.23892166666666667, 'Ram': 0.0, 'country': 0.0, 'two-day Gandhian Resurgence': 0.0, 'independence movement': 0.716765}","{'officials': 0.530478, 'Governor Ram Naik': 0.176826, 'lady Savita Kovind': 0.3978585, 'Twitter': 0.0, 'governor': 0.0, 'Chief Minister Yogi': 0.0, 'Bamrauli airport': 0.0, 'President': 0.176826, 'President Kovind': 0.3182868, 'President Ram Nath': 0.1060956, 'Allahabad': 0.530478, 'Ganga pujan': 0.265239}","{'crore pilgrims': -0.260009, 'makeshift bus stations': -0.05928650000000002, 'saints': 0.0, 'Yogi Adityanath government': -0.1329705, 'India': 0.0, 'administration': 0.661454, 'Kumbh': -0.2061125, 'modern facilities': 0.661454, 'ISRO': 0.367802, 'buses': -0.05928650000000002, 'English Entertainment': 0.0, 'space': 0.735604, 'Triveni Sangam': 0.735604, 'satellites': 0.4904026666666667, 'crore people': 0.0, 'Uttar Pradesh': 0.0, 'basic amenities': 0.661454, 'Mela': 0.24520133333333335, 'Yamuna': 0.0, 'event': 0.661454, 'images': 0.4904026666666667, 'Kumbh Mela': -0.16489, 'UNESCO': 0.0, 'Massive arrangements': 0.661454, 'Times Network': 0.0, 'Indian Remote Sensing': 0.735604, 'pilgrims': -0.3900135, 'Images': 0.4904026666666667, 'list': 0.0, 'ISRO satellite': 0.551703, 'holy dip': 0.0, 'Leading Broadcasting Network': 0.0}"
273,287,"{'medium enterprises': 0.0, 'Ahmedabad Shopping Festival': 0.96899175, 'decisions': 0.967279, 'area': 0.0, 'Khadi': 0.0, 'ideas': 0.795672, 'aim': 0.0, 'small business': 0.8814755000000001, 'India': 0.918393, 'Ahmedabad': 0.96899175, 'various pavilions': 0.0, 'GEM platform': 0.662107, 'purchase': 0.762684, 'business sectors': 0.8814755000000001, 'scientist Vikram Sarabhai': 0.998855, 'platform': 0.662107, 'GST council': 0.982604, 'GST': 0.982604, 'platforms': 0.662107}","{'Electric mobility': 0.2121726, 'facility': -0.424543, 'joint venture': 0.0, 'cent': 0.0, 'Maruti Suzuki': 0.2266697142857143, 'Vitara Brezza': 0.839835, 'electric WagonR': 0.2121726, 'investment': 0.0, 'Maruti': 0.264448, 'government': 0.950599, 'investment shareholding': 0.0, 'Toyota': 0.279945, 'batteries': 0.03342799999999999, 'lithium-ion batteries': 0.27207575, 'companies': 0.0, 'ratio': 0.0, 'crores': -0.2122715, 'lead-acid batteries': 0.03342799999999999, 'production unit': 0.0, 'operations': 0.578462, 'crore': -0.2122715, 'Toshiba': 0.0}","{'pavilions': 0.623456, 'medium enterprises': 0.0, 'domestic buyers': 0.926804, 'business sectors products': 0.6273716, 'government': 0.577297, 'English Entertainment': 0.969181, 'Summit': 0.551593, 'delegation': 0.796709, 'display': 0.612306, 'globe trade': 0.8989399999999999, 'business sectors': 0.5287003333333333, 'MSME sector': 0.5287003333333333, 'trade': 0.8989399999999999, 'buyer-seller': 0.8278213333333332, 'Pakistan': 0.796709, 'event': 0.796709, 'separate pavilion': 0.623456, 'experience': 0.0, 'reserve buyer-seller': 0.8278213333333332, 'African countries': 0.634606, 'global trade': 0.8620933999999998, 'products': 0.516919, 'Times Network': 0.838553, 'TV': 0.0, 'Leading Broadcasting Network': 0.969181, 'Gandhinagar': 0.744639}"
274,288,"{'business sectors': 0.0, 'facilities': 0.952842, 'common man': 0.955495, 'Ahmedabad Municipal Corporation': 0.6378159999999999, 'speed.In': 0.955495, 'Digital India': 0.955495, 'Ayushman Bharat': 0.955495, 'modern amenities': 0.0, 'true blend': 0.955495, 'Gandhinagar': 0.9652164999999999, 'gathering': 0.952842, 'umbrella': 0.0, 'air ambulance': 0.0}","{'Electric mobility': 0.2121726, 'facility': -0.424543, 'joint venture': 0.0, 'cent': 0.0, 'Maruti Suzuki': 0.2266697142857143, 'Vitara Brezza': 0.839835, 'electric WagonR': 0.2121726, 'investment': 0.0, 'Maruti': 0.264448, 'government': 0.950599, 'investment shareholding': 0.0, 'Toyota': 0.279945, 'batteries': 0.03342799999999999, 'lithium-ion batteries': 0.27207575, 'companies': 0.0, 'ratio': 0.0, 'crores': -0.2122715, 'lead-acid batteries': 0.03342799999999999, 'production unit': 0.0, 'operations': 0.578462, 'crore': -0.2122715, 'Toshiba': 0.0}","{'pavilions': 0.623456, 'medium enterprises': 0.0, 'domestic buyers': 0.926804, 'business sectors products': 0.6273716, 'government': 0.577297, 'English Entertainment': 0.969181, 'Summit': 0.551593, 'delegation': 0.796709, 'display': 0.612306, 'globe trade': 0.8989399999999999, 'business sectors': 0.5287003333333333, 'MSME sector': 0.5287003333333333, 'trade': 0.8989399999999999, 'buyer-seller': 0.8278213333333332, 'Pakistan': 0.796709, 'event': 0.796709, 'separate pavilion': 0.623456, 'experience': 0.0, 'reserve buyer-seller': 0.8278213333333332, 'African countries': 0.634606, 'global trade': 0.8620933999999998, 'products': 0.516919, 'Times Network': 0.838553, 'TV': 0.0, 'Leading Broadcasting Network': 0.969181, 'Gandhinagar': 0.744639}"
275,289,"{'participants': 0.0, 'Pravind Kumar Jugnauth': 0.789694, 'Pravasi Bharatiya Divas': 0.477259, 'Bharatiya Divas': 0.477259, 'Minister Sushma Swaraj': 0.394847, 'event': 0.477259, 'Kumbh Mela': 0.394847, 'Prime Minister': 0.394847, 'session': 0.477259, 'President': 0.477259, 'Chief Guest': 0.0, 'people': 0.477259}","{'Android group': 0.03494139999999999, 'weekly technology podcast': 0.763837, 'bug': -0.8567645, 'new WhatsApp version': 0.0656556, 'dedicated call button': 0.32045149999999994, 'new WhatsApp': 0.13781899999999997, 'Android update': 0.06199557142857143, 'new update': 0.040293571428571415, 'latest version': 0.01411549999999999, 'folks': -0.445996, 'caller': 0.0, 'Android version': 0.09287885714285712, 'simple process': -0.304778, 'new group': 0.11655245454545454, 'GIF functionality': -0.8567645, 'Android': 0.036923499999999984, 'group chats': 0.10059685714285714, 'group voice': 0.168728125, 'GIF bug': -0.8442029999999999, 'public rollout': -0.315781, 'button': 0.43429675, 'participant': 0.0, 'new WhatsApp update': 0.08336066666666667, 'feature call shortcut': 0.37607024999999994, 'group': 0.10059685714285714, 'slide-out tray': 0.0, 'group call button': 0.23342290909090907, 'group calls': 0.25676519999999997}","{'Jammu city': -0.44135325000000003, 'Jammu': -0.3172063333333333, 'Severe cold wave': -0.997665, 'minimum temperature': -0.4862466666666667, 'Srinagar': -0.406897, 'weather office': -0.9830076666666666, 'Drass town': 0.0, 'Leh town': 0.0, 'weather': -0.9830076666666666, 'Kashmir': -0.6335433333333333, 'Kashmir Valley': -0.6335433333333333, 'heavy snowfall': -0.974642, 'Kargil': 0.0, 'Kashmir Valley Kashmir': -0.6335433333333333, 'severe cold wave': -0.997665, 'Katra': -0.644946, 'weather conditions': -0.94070425, 'commuters': -0.813794, 'Jammu division': -0.3172063333333333}"
276,290,"{'Jharsuguda-Vizianagaram': 0.0, 'nation electrification': 0.621722, 'steps': 0.985114, 'road connectivity': 0.966477, 'foundation stone': 0.999427, 'implementation': 0.955801, 'education': 0.936991, 'Sambalpur-Angul lines': 0.4266986666666666, 'doubling': 0.620489, 'queue': 0.697976, 'Balangir-Deogaon railway lines': 0.4266986666666666, 'line': 0.4266986666666666, 'kilometres': 0.0, 'rural habitations': 0.9687, 'Nation': 0.621722, 'Government': 0.9847295, 'aspect': 0.984607, 'percent reservation': 0.984607, 'km-long Balangir-Bichhupali railway': 0.640048, 'percent': 0.984607, 'overall development': 0.9922705, 'road': 0.966477, 'public hearing': 0.8627724999999999}","{'National Highway-66': 0.604169, 'projects': 0.1648345, 'special plane': 0.0, 'Kerala Governor': 0.44620040000000005, 'infrastructure projects': 0.1648345, 'development projects': 0.5195332500000001, 'welfare': 0.985341, 'public money': -0.61341, 'Twitter': -0.715425, 'foreign tourist arrivals': 0.0, 'Thiruvananthapuram': -0.226668, 'Kerala Governor Justice': 0.44620040000000005, 'India': 0.0, 'Thiruvananthapuram districts': -0.151112, 'common people': 0.22806500000000002, 'Vijayan': 0.667789, 'major bridges': 0.0, 'people': 0.22806500000000002, 'district': -0.226668, 'lakh': 0.0, 'development': 0.8971810000000001}","{'launch': 0.91786, 'R. Sankar': 0.714651, 'travel time': 0.0, 'plaque': 0.91786, 'Thiruvananthapuram': 0.957845, 'traffic': 0.0, 'experience': 0.0, 'city': 0.714651, 'Kerala': 0.957845, 'Times Network': 0.0, 'TV': 0.0, 'lane bypass': 0.6385633333333333, 'Leading Broadcasting Network': 0.0, 'major bridges': 0.0, 'English Entertainment': 0.0}"
