ID_1,ndtv_dd_wordnet
361,"{'medium': ['medium', 1.0], 'enforcement': ['enforcement', 1.0], 'directorate': ['directorate', 1.0], 'case': ['case', 1.0], 'clearance': ['clearance', 1.0], 'question': ['question', 1.0], 'give': ['arrive', 0.33], 'agency': ['agency', 1.0], 'probe': ['probe', 1.0], 'investigate': ['investigate', 1.0], 'abnormality': ['abnormality', 1.0], 'prevention': ['prevention', 1.0], 'assets': ['assets', 1.0], 'hours': ['worth', 0.14], 'son': ['leader', 0.2], 'money': ['money', 1.0], 'finance': ['finance', 1.0], 'information': ['information', 1.0], 'delhi': ['india', 0.14], 'report': ['report', 1.0], 'peter': ['peter', 1.0], 'till': ['fir', 0.14], 'equivalent': ['equivalent', 1.0], 'office': ['office', 1.0], 'abroad': ['abroad', 1.0], 'promotion': ['statement', 0.33], 'attach': ['attach', 1.0], 'court': ['congress', 0.25], 'allege': ['allege', 1.0], 'estimate': ['estimate', 1.0], 'quote': ['ask', 0.17], 'wash': ['wash', 1.0], 'locate': ['locate', 1.0], 'record': ['record', 1.0], 'funds': ['funds', 1.0], 'deal': ['deal', 1.0], 'name': ['name', 1.0], 'allegedly': ['allegedly', 1.0], 'collar': ['collar', 1.0], 'take': ['take', 1.0], 'beginning': ['beginning', 1.0], 'military_officer': ['military_officer', 1.0]}"
362,"{'pakistan': ['pakistan', 1.0], 'jail': ['jail', 1.0], 'end': ['home', 0.11], 'mumbai': ['mumbai', 1.0], 'indian': ['indian', 1.0], 'family': ['family', 1.0], 'national': ['national', 1.0], 'old_age': ['old_age', 1.0], 'pakistani': ['pakistani', 1.0], 'mister': ['term', 0.14], 'engagement': ['action', 0.25], 'employment': ['relief', 0.17], 'forum': ['court', 0.2], 'repatriation': ['repatriation', 1.0], 'formality': ['meet', 0.14], 'sentence': ['sentence', 1.0], 'subsequently': ['subsequently', 1.0], 'crime': ['procedure', 0.2], 'imprison': ['confine', 0.5], 'tax_return': ['tax_return', 1.0], 'personality': ['today', 0.2], 'fisherman': ['fisherman', 1.0], 'document': ['document', 1.0], 'afternoon': ['calendar_month', 0.25], 'complete': ['complete', 1.0]}"
363,"{'decision': ['decision', 1.0], 'agricultural': ['consumer', 0.76], 'profit': ['get', 0.5], 'bill': ['bill', 1.0], 'connection': ['connection', 1.0], 'rural': ['rural', 1.0], 'power': ['avail', 0.2], 'waive': ['waive', 1.0], 'electricity': ['energy', 0.33], 'gujarat': ['area', 0.25], 'government': ['government', 1.0], 'crore': ['crore', 1.0], 'hundred_thousand': ['hundred_thousand', 1.0], 'curate': ['curate', 1.0], 'match': ['holder', 0.2], 'commercial': ['commercial', 1.0], 'ailment': ['interest', 0.12]}"
364,"{'hospital': ['hospital', 1.0], 'fire': ['fire', 1.0], 'compensation': ['compensation', 1.0], 'employment': ['employment', 1.0], 'director': ['head', 0.33], 'union': ['union', 1.0], 'mumbai': ['mumbai', 1.0], 'injury': ['injury', 1.0], 'interrupt': ['interrupt', 1.0], 'determine': ['dead', 0.33], 'massive': ['massive', 1.0], 'announce': ['announce', 1.0], 'suburban': ['suburban', 1.0], 'work': ['treatment', 0.33], 'minor': ['minor', 1.0], 'curate': ['curate', 1.0], 'land': ['maharashtra', 0.17], 'insurance': ['loss', 0.17], 'rush': ['travel', 0.5], 'direct': ['order', 0.5], 'life': ['life', 1.0]}"
365,"{'metro': ['metro', 1.0], 'roentgen': ['unit_of_measurement', 0.25], 'housing': ['housing', 1.0], 'mumbai': ['mumbai', 1.0], 'crore': ['crore', 1.0], 'cost': ['cost', 1.0], 'authority': ['authority', 1.0], 'night': ['mass', 0.25], 'autopsy': ['autopsy', 1.0], 'undertaking': ['undertaking', 1.0], 'work': ['third', 0.33], 'development': ['development', 1.0], 'line': ['line', 1.0], 'put': ['put', 1.0], 'rock': ['rock', 1.0], 'maharashtra': ['maharashtra', 1.0], 'resettlement': ['pursuit', 0.17], 'foundation': ['foundation', 1.0], 'state': ['state', 1.0], 'event': ['event', 1.0], 'thane': ['thane', 1.0], 'offer': ['offer', 1.0]}"
366,"{'maldives': ['maldives', 1.0], 'state': ['state', 1.0], 'cooperation': ['cooperation', 1.0], 'interest': ['concern', 0.5], 'side': ['side', 1.0], 'president': ['president', 1.0], 'security': ['security', 1.0], 'aid': ['aid', 1.0], 'necktie': ['necktie', 1.0], 'negotiation': ['negotiation', 1.0], 'trade': ['trade', 1.0], 'indian': ['indian', 1.0], 'treaty': ['treaty', 1.0], 'curate': ['curate', 1.0], 'patrol': ['patrol', 1.0], 'abraham': ['abraham', 1.0], 'let_go_of': ['necessitate', 0.33], 'relations': ['foundation', 0.25], 'surveillance': ['surveillance', 1.0], 'credibility': ['frailty', 0.2], 'visa': ['visa', 1.0], 'currency': ['currency', 1.0], 'aerial': ['aerial', 1.0], 'increase': ['enhance', 0.33], 'opportunity': ['facilitation', 0.17], 'budget': ['budget', 1.0], 'recognition': ['recognition', 1.0], 'sign': ['repeat', 0.17], 'agree': ['agree', 1.0], 'fiscal': ['fiscal', 1.0], 'company': ['institution', 0.5], 'line': ['line', 1.0], 'bilateral': ['bilateral', 1.0], 'premier': ['premier', 1.0], 'social': ['social', 1.0]}"
367,"{'cyclone': ['cyclone', 1.0], 'flight': ['people', 0.2], 'east': ['east', 1.0], 'catastrophe': ['catastrophe', 1.0], 'stay': ['eventuality', 0.2], 'weaken': ['weaken', 1.0], 'district': ['district', 1.0], 'readiness': ['depression', 0.2], 'wind': ['wind', 1.0], 'make': ['make', 1.0], 'fisherman': ['official', 0.33], 'administration': ['administration', 1.0], 'train': ['system', 0.2], 'coast': ['coast', 1.0], 'afternoon': ['afternoon', 1.0], 'due': ['due', 1.0], 'government': ['team', 0.2]}"
368,"{'court': ['conference', 0.2], 'contempt': ['manner', 0.14], 'state': ['state', 1.0], 'misrepresentation': ['falsehood', 0.5], 'deal': ['deal', 1.0], 'application': ['procedure', 0.25], 'cheat': ['address', 0.14], 'analyze': ['ruled', 0.33], 'pricing': ['defense_mechanism', 0.11], 'government': ['government', 1.0], 'jet': ['personal_computer', 0.08], 'spokesperson': ['official', 0.17], 'accountant': ['jobber', 0.2], 'term': ['name', 0.5], 'action': ['demand', 0.14], 'centre': ['city', 0.17], 'manufacturer': ['party', 0.2], 'leader': ['curate', 0.25], 'put': ['rake', 0.33], 'contract': ['conspiracy', 0.25], 'dismiss': ['reason', 0.2]}"
369,"{'riot': ['riot', 1.0], 'court': ['court', 1.0], 'resignation': ['resignation', 1.0], 'congress': ['congress', 1.0], 'life': ['life', 1.0], 'sentence': ['sentence', 1.0], 'victim': ['victim', 1.0], 'decade': ['year', 0.33], 'high': ['high', 1.0], 'convict': ['convict', 1.0], 'victory': ['case', 0.25], 'campaigner': ['leader', 0.33], 'hanuman': ['conviction', 0.17], 'bodyguard': ['bodyguard', 1.0], 'order': ['entreaty', 0.2], 'challenge': ['hostility', 0.25], 'accuse': ['accuse', 1.0], 'council_member': ['council_member', 1.0], 'character_assassination': ['character_assassination', 1.0], 'retain': ['include', 0.33], 'opinion': ['opinion', 1.0], 'refuse': ['act', 0.33]}"
370,"{'force': ['force', 1.0], 'war': ['war', 1.0], 'command': ['forfeit', 0.25], 'army': ['army', 1.0], 'soldier': ['soldier', 1.0], 'arm': ['arm', 1.0], 'theater': ['random-access_memory', 0.1], 'honor': ['toast', 0.5], 'gen': ['tribute', 0.2], 'state': ['state', 1.0], 'populate': ['populate', 1.0], 'tactic': ['defense_mechanism', 0.12], 'formation': ['coevals', 0.2], 'describe': ['ally', 0.1], 'crisis': ['integrity', 0.17], 'bangladesh': ['india', 0.33], 'coerce': ['compel', 0.5], 'deputation': ['union', 0.33], 'indian': ['indian', 1.0], 'juncture': ['juncture', 1.0], 'military_officer': ['veteran', 0.33], 'lavish': ['pay', 0.25], 'petal': ['pakistani', 0.08], 'trainer': ['curate', 0.2], 'day': ['day', 1.0], 'glorious': ['glorious', 1.0]}"
371,"{'preparation': ['preparation', 1.0], 'italian': ['undertaking', 0.85], 'lie': ['program', 0.2], 'gandhi': ['governor', 0.17], 'premier': ['premier', 1.0], 'extradite': ['put', 0.25], 'state': ['state', 1.0], 'congress': ['congress', 1.0], 'highlight': ['foundation', 0.2], 'visit': ['visit', 1.0], 'government': ['institution', 0.25], 'attack': ['attack', 1.0], 'seat': ['see', 0.17], 'defense_mechanism': ['plan', 0.17], 'airport': ['terminal', 0.2], 'besides': ['besides', 1.0], 'curate': ['curate', 1.0]}"
372,"{'detention': ['detention', 1.0], 'christian': ['christian', 1.0], 'seek': ['case', 0.25], 'court': ['court', 1.0], 'widen': ['widen', 1.0], 'part': ['connection', 0.33], 'december': ['december', 1.0], 'politician': ['witness', 0.2], 'handwrite': ['inform', 0.25], 'certificate': ['document', 0.5], 'week': ['night', 0.33], 'allege': ['allege', 1.0], 'india': ['india', 1.0], 'dubai': ['mumbai', 0.33], 'extradition': ['extradition', 1.0], 'days': ['days', 1.0], 'hearing': ['deal', 0.17], 'probe': ['probe', 1.0], 'multiple_sclerosis': ['erectile_dysfunction', 0.2]}"
373,"{'terrorist': ['terrorist', 1.0], 'meet': ['meet', 1.0], 'force': ['force', 1.0], 'security': ['security', 1.0], 'area': ['area', 1.0], 'fire': ['fire', 1.0], 'official': ['official', 1.0], 'input_signal': ['input_signal', 1.0], 'kill': ['kill', 1.0], 'district': ['district', 1.0], 'clang': ['clang', 1.0], 'specific': ['specific', 1.0], 'intelligence': ['intelligence', 1.0], 'village': ['village', 1.0], 'open': ['open', 1.0], 'massive': ['massive', 1.0], 'presence': ['presence', 1.0], 'operation': ['operation', 1.0], 'state': ['state', 1.0], 'manner': ['identity', 0.2], 'establish': ['establish', 1.0], 'south': ['south', 1.0], 'morning': ['morning', 1.0], 'seating': ['group', 0.17]}"
374,"{'head': ['head', 1.0], 'congress': ['congress', 1.0], 'post': ['state', 0.12], 'thymine': ['thymine', 1.0], 'discussion': ['discussion', 1.0], 'gandhi': ['gandhi', 1.0], 'name': ['name', 1.0], 'curate': ['curate', 1.0], 'play': ['report', 0.2], 'lead': ['meet', 0.33], 'party': ['party', 1.0], 'hassle': ['election', 0.17], 'patience': ['today', 0.11], 'quote': ['announce', 0.2], 'hours': ['december', 0.17], 'choose': ['elect', 0.5], 'highlight': ['seating', 0.14], 'legislature': ['legislature', 1.0], 'president': ['president', 1.0], 'rule': ['choice', 0.11], 'bring': ['put', 0.25]}"
375,"{'curse': ['curse', 1.0], 'language': ['peoples', 0.17], 'curate': ['curate', 1.0], 'chief': ['chief', 1.0], 'state': ['state', 1.0], 'prayer': ['motion', 0.14], 'seating': ['seating', 1.0], 'office': ['office', 1.0], 'stretch': ['decade', 0.25], 'secrecy': ['secrecy', 1.0], 'governor': ['governor', 1.0], 'administer': ['administer', 1.0], 'take': ['take', 1.0], 'come': ['return', 0.33], 'power': ['power', 1.0], 'national': ['national', 1.0], 'besides': ['besides', 1.0]}"
376,"{'pilot': ['pilot', 1.0], 'concluding': ['congress', 0.93], 'decision': ['decision', 1.0], 'edge': ['end', 0.25], 'curate': ['curate', 1.0], 'party': ['party', 1.0], 'name': ['name', 1.0], 'kilohertz': ['kilohertz', 1.0], 'yesterday': ['day', 0.5], 'make': ['make', 1.0], 'take': ['take', 1.0], 'leadership': ['leadership', 1.0], 'announcement': ['announcement', 1.0], 'consequence': ['head', 0.12], 'discussion': ['promise', 0.2], 'meeting': ['meeting', 1.0], 'matter': ['deadlock', 0.1], 'deputy': ['military_policeman', 0.33], 'friday': ['friday', 1.0], 'today': ['wish', 0.12], 'state': ['state', 1.0], 'announce': ['announce', 1.0], 'gandhi': ['gandhi', 1.0]}"
377,"{'deal': ['deal', 1.0], 'jet': ['jet', 1.0], 'supreme': ['supreme', 1.0], 'court': ['court', 1.0], 'request': ['request', 1.0], 'pricing': ['dub', 0.11], 'reliance': ['doubt', 0.25], 'government': ['union', 0.25], 'details': ['information', 0.5], 'document': ['opinion', 0.33], 'combatant': ['combatant', 1.0], 'secrecy': ['suitability', 0.17], 'comfort': ['security', 0.25], 'bag': ['tool', 0.2], 'probe': ['probe', 1.0], 'france': ['scene', 0.12], 'defense_mechanism': ['defense_mechanism', 1.0], 'congress': ['congress', 1.0], 'judges': ['fiction', 0.17], 'demand': ['demand', 1.0], 'verdict': ['proceeding', 0.2], 'inexperience': ['issue', 0.25], 'enlistment': ['addition', 0.17], 'capitalism': ['bunch', 0.12], 'coerce': ['coerce', 1.0], 'order': ['supplication', 0.17], 'sphere': ['welcome', 0.2], 'dismiss': ['dismiss', 1.0], 'deliver': ['deliver', 1.0]}"
378,"{'formal': ['temp', 0.94], 'announcement': ['name_calling', 0.14], 'curate': ['curate', 1.0], 'confirm': ['partially', 0.33], 'leadership': ['boom', 0.12], 'conference': ['congress', 0.17], 'night': ['minute', 0.17], 'choice': ['possibility', 0.11], 'serve': ['development', 0.11], 'integrity': ['today', 0.17]}"
379,"{'young': ['young', 1.0], 'connection': ['name', 0.2], 'lawgiver': ['head', 0.33], 'state': ['state', 1.0], 'assembly': ['cabinet', 0.14], 'curate': ['curate', 1.0], 'mister': ['mister', 1.0], 'lawn': ['lawn', 1.0], 'calendar_month': ['days', 0.25], 'dissolve': ['become', 0.33], 'back_door': ['judges', 0.1], 'drag': ['travel', 0.25], 'carve': ['form', 0.2], 'comment': ['curse', 0.2], 'second': ['second', 1.0], 'retain': ['include', 0.33], 'time': ['time', 1.0], 'take': ['take', 1.0], 'ali': ['ali', 1.0], 'party': ['family', 0.25], 'entry': ['minutes', 0.33]}"
380,"{'myanmar': ['myanmar', 1.0], 'tourist': ['neighbor', 0.25], 'president': ['president', 1.0], 'agreement': ['ethnicity', 0.12], 'enter': ['full', 0.33], 'counselor': ['counselor', 1.0], 'battle': ['reconciliation', 0.2], 'relations': ['share', 0.17], 'policy': ['policy', 1.0], 'yangon': ['yangon', 1.0], 'coincide': ['coexist', 0.33], 'motor': ['motor', 1.0], 'coincident': ['coincident', 1.0], 'facility': ['links', 0.25], 'india': ['india', 1.0], 'state': ['state', 1.0], 'purpose': ['tradition', 0.25], 'degree': ['infrastructure', 0.2], 'year': ['reconstruction', 0.2]}"
381,"{'myanmar': ['myanmar', 1.0], 'tourist': ['scientist', 0.25], 'president': ['president', 1.0], 'relations': ['people', 0.17], 'enter': ['advanced', 0.33], 'counselor': ['head', 0.2], 'visit': ['visit', 1.0], 'purpose': ['cognition', 0.25], 'region': ['post', 0.2], 'mandalay': ['city', 0.5], 'yangon': ['yangon', 1.0], 'international': ['international', 1.0], 'random-access_memory': ['random-access_memory', 1.0], 'airport': ['airport', 1.0], 'india': ['india', 1.0], 'battle': ['management', 0.2], 'state': ['state', 1.0], 'grant': ['social_welfare', 0.33], 'land': ['share', 0.17], 'welcome': ['welcome', 1.0], 'indian': ['indian', 1.0], 'year': ['wednesday', 0.17]}"
382,"{'health': ['health', 1.0], 'work': ['support', 0.33], 'perform': ['premier', 0.33], 'woman': ['woman', 1.0], 'child': ['child', 1.0], 'state': ['state', 1.0], 'free': ['free', 1.0], 'program': ['program', 1.0], 'addition': ['addition', 1.0], 'scheme': ['scheme', 1.0], 'spending': ['spending', 1.0], 'forum': ['forum', 1.0], 'newborn': ['newborn', 1.0], 'mother': ['mother', 1.0], 'mission': ['mission', 1.0], 'week': ['week', 1.0], 'high_blood_pressure': ['pregnancy', 0.2], 'spouse': ['spouse', 1.0], 'heart': ['plan', 0.2], 'increase': ['increase', 1.0], 'address': ['perpetrate', 0.2], 'vaccine': ['vaccine', 1.0], 'immunization': ['immunization', 1.0], 'neck': ['worker', 0.11], 'adolescent': ['adolescent', 1.0], 'district': ['india', 0.2]}"
383,"{'congress': ['congress', 1.0], 'mugwump': ['perceiver', 0.25], 'state': ['polls', 0.12], 'majority': ['majority', 1.0], 'lead': ['individual', 0.33], 'party': ['party', 1.0], 'battle': ['support', 0.17], 'clear': ['clear', 1.0], 'night': ['tuesday', 0.17], 'meet': ['meet', 1.0], 'happiness': ['resignation', 0.17], 'delay': ['tender', 0.12], 'permission': ['news', 0.2], 'seating': ['seating', 1.0], 'president': ['leader', 0.17], 'claim': ['claim', 1.0], 'letter': ['mandate', 0.14], 'victory': ['victory', 1.0], 'win': ['win', 1.0], 'form': ['form', 1.0], 'conference': ['conference', 1.0]}"
384,"{'session': ['session', 1.0], 'parliament': ['parliament', 1.0], 'resistance': ['discussion', 0.2], 'party': ['party', 1.0], 'indication': ['mention', 0.17], 'passage': ['adjournment', 0.25], 'sitting': ['sitting', 1.0], 'time_period': ['winter', 0.33], 'issue': ['issue', 1.0], 'construction': ['contribution', 0.17], 'pitch': ['day', 0.12], 'exit': ['house', 0.17], 'polls': ['reporter', 0.1], 'get_down': ['former', 0.33], 'monday': ['tuesday', 0.33], 'director': ['curate', 0.14], 'precedent': ['mind', 0.2], 'rumble': ['start', 0.17], 'imperativeness': ['interest', 0.11]}"
385,"{'congress': ['congress', 1.0], 'gandhi': ['gandhi', 1.0], 'work': ['synonymous', 0.33], 'apparently': ['scam', 0.99], 'consequence': ['exchange', 0.2], 'take': ['take', 1.0], 'subject': ['agreement', 0.25], 'address': ['action', 0.25], 'rally': ['conference', 0.25], 'slingshot': ['farmhouse', 0.14], 'successor': ['spokesperson', 0.2], 'party': ['government', 0.25], 'year': ['prime', 0.14], 'national': ['national', 1.0], 'popularity': ['corruptness', 0.17], 'blare': ['case', 0.2], 'state': ['topographic_point', 0.14], 'tension': ['imperativeness', 0.11]}"
386,"{'baron': ['judge', 0.14], 'extradition': ['extradition', 1.0], 'state': ['state', 1.0], 'consortium': ['government', 0.2], 'extradite': ['extradite', 1.0], 'amount': ['amount', 1.0], 'leave': ['welcome', 0.33], 'airline': ['airline', 1.0], 'fraud': ['fraud', 1.0], 'court': ['court', 1.0], 'condition': ['strength', 0.2], 'proceeding': ['hearing', 0.5], 'appeal': ['bar', 0.12], 'test': ['test', 1.0], 'desire': ['desire', 1.0], 'point': ['point', 1.0], 'case': ['case', 1.0], 'india': ['india', 1.0], 'get': ['profit', 0.5], 'money': ['money', 1.0], 'crore': ['addition', 0.12], 'head': ['secretary', 0.5]}"
387,"{'bank': ['bank', 1.0], 'run_batted_in': ['run_batted_in', 1.0], 'honor': ['honor', 1.0], 'statement': ['statement', 1.0], 'step': ['step', 1.0], 'cardinal': ['cardinal', 1.0], 'immediately': ['immediately', 1.0], 'governor': ['governor', 1.0], 'position': ['position', 1.0], 'old_age': ['old_age', 1.0], 'effective': ['effective', 1.0], 'capacity': ['capacity', 1.0], 'accomplishment': ['accomplishment', 1.0], 'support': ['support', 1.0], 'personal': ['personal', 1.0], 'discontinue': ['discontinue', 1.0], 'director': ['director', 1.0], 'privilege': ['privilege', 1.0], 'considerable': ['considerable', 1.0], 'colleague': ['colleague', 1.0], 'reason': ['reason', 1.0], 'difficult': ['difficult', 1.0], 'staff': ['staff', 1.0], 'express': ['express', 1.0], 'history': ['history', 1.0], 'banks': ['banks', 1.0], 'current': ['current', 1.0], 'opportunity': ['opportunity', 1.0], 'measure': ['measure', 1.0], 'future': ['future', 1.0], 'management': ['management', 1.0], 'military_officer': ['military_officer', 1.0], 'best': ['best', 1.0], 'board': ['board', 1.0], 'recent': ['recent', 1.0], 'india': ['india', 1.0], 'decide': ['decide', 1.0], 'assorted': ['assorted', 1.0], 'work': ['work', 1.0], 'state': ['state', 1.0]}"
388,"{'detention': ['detention', 1.0], 'case': ['case', 1.0], 'talk': ['ask', 0.33], 'christian': ['christian', 1.0], 'advocate': ['tell', 0.2], 'termination': ['days', 0.12], 'telephone': ['house', 0.12], 'necessitate': ['necessitate', 1.0], 'court': ['court', 1.0], 'produce': ['produce', 1.0], 'application': ['charge', 0.17], 'document': ['document', 1.0], 'measure': ['remand', 0.1], 'patrol': ['investigate', 0.17], 'lab': ['sheet', 0.12], 'jobber': ['jobber', 1.0], 'institution': ['agency', 0.2], 'return': ['grant', 0.08], 'language': ['question', 0.25], 'chop': ['chop', 1.0], 'raise': ['widen', 0.33]}"
389,"{'cent': ['cent', 1.0], 'phase': ['phase', 1.0], 'division': ['division', 1.0], 'panchayat': ['panchayat', 1.0], 'kashmir': ['kashmir', 1.0], 'record': ['record', 1.0], 'poll': ['poll', 1.0], 'peacefully': ['peacefully', 1.0], 'penult': ['penult', 1.0], 'polls': ['polls', 1.0], 'region': ['region', 1.0], 'stations': ['vote', 0.11], 'witness': ['witness', 1.0], 'follow': ['follow', 1.0], 'district': ['district', 1.0], 'percentage': ['percentage', 1.0], 'obeche': ['obeche', 1.0], 'franchise': ['franchise', 1.0], 'promote': ['promote', 1.0], 'gap': ['gap', 1.0], 'keep': ['keep', 1.0], 'election': ['election', 1.0], 'high': ['high', 1.0], 'massive': ['massive', 1.0], 'schedule': ['schedule', 1.0]}"
390,"{'brush': ['gunfight', 0.33], 'terrorist': ['terrorist', 1.0], 'force': ['force', 1.0], 'security': ['security', 1.0], 'injure': ['injure', 1.0], 'operation': ['operation', 1.0], 'material': ['consequence', 0.14], 'house': ['house', 1.0], 'site': ['kashmir', 0.25], 'flush': ['flush', 1.0], 'hours': ['year', 0.25], 'sanitize': ['damage', 0.25], 'travel': ['kill', 0.33], 'residential': ['residential', 1.0], 'area': ['area', 1.0], 'venture': ['concealment', 0.2], 'chirrup': ['fire', 0.25], 'weaponry': ['road', 0.2], 'search': ['manhunt', 0.5], 'presence': ['presence', 1.0], 'information': ['input_signal', 0.2], 'establish': ['establish', 1.0], 'state': ['state', 1.0], 'agenda': ['incentive', 0.11]}"
